source,class_id,alignment_norm,authenticity_norm,composite_product_classmean,composite_harmonic_classmean,vendi_ratio,vendi_ratio_train,composite_product_classmean_x_vendi_ratio,composite_product_classmean_x_vendi_ratio_train,composite_harmonic_classmean_x_vendi_ratio,composite_harmonic_classmean_x_vendi_ratio_train
Sys_VAR_noref_3,10,0.88,0.68,0.61,0.75,0.89,0.96,0.54,0.58,0.66,0.72
Sys_VAR_noref_3,25,0.9,0.8,0.73,0.84,1.25,0.94,0.91,0.68,1.05,0.79
Sys_VAR_noref_3,35,0.68,0.62,0.42,0.62,0.96,0.79,0.4,0.33,0.59,0.49
Sys_VAR_noref_3,39,0.86,0.83,0.74,0.84,0.74,0.86,0.54,0.63,0.62,0.72
Sys_VAR_noref_3,49,0.67,0.66,0.45,0.65,0.98,0.97,0.44,0.44,0.64,0.64
Sys_VAR_noref_3,51,0.87,0.8,0.74,0.83,0.73,0.79,0.54,0.59,0.6,0.66
Sys_VAR_noref_3,52,0.94,0.82,0.78,0.87,2.17,0.92,1.69,0.72,1.89,0.8
Sys_VAR_noref_3,64,0.63,0.55,0.36,0.56,1.2,0.96,0.43,0.34,0.67,0.54
Sys_VAR_noref_3,80,0.75,0.46,0.37,0.56,0.66,1.07,0.24,0.4,0.37,0.6
Sys_VAR_noref_3,97,0.73,0.8,0.62,0.74,1.46,0.87,0.9,0.53,1.09,0.65
Sys_VAR_noref_3,106,0.93,0.76,0.72,0.83,2.87,0.87,2.06,0.62,2.38,0.72
Sys_VAR_noref_3,116,0.95,0.84,0.8,0.89,0.39,0.65,0.31,0.52,0.34,0.58
Sys_VAR_noref_3,118,0.64,0.4,0.29,0.48,1.37,1.0,0.4,0.29,0.66,0.48
Sys_VAR_noref_3,129,0.73,0.55,0.43,0.62,0.73,1.12,0.31,0.48,0.45,0.7
Sys_VAR_noref_3,144,0.83,0.63,0.55,0.71,0.93,0.83,0.51,0.46,0.66,0.59
Sys_VAR_noref_3,147,0.91,0.79,0.73,0.83,0.77,0.69,0.56,0.5,0.64,0.58
Sys_VAR_noref_3,150,0.81,0.52,0.43,0.63,1.31,0.89,0.56,0.38,0.82,0.56
Sys_VAR_noref_3,156,0.85,0.6,0.52,0.7,0.55,0.94,0.29,0.49,0.38,0.66
Sys_VAR_noref_3,159,0.79,0.53,0.45,0.63,0.94,0.86,0.42,0.38,0.59,0.54
Sys_VAR_noref_3,281,0.88,0.54,0.47,0.65,1.78,1.02,0.84,0.48,1.15,0.66
Sys_VAR_noref_3,300,0.87,0.69,0.65,0.76,0.58,0.99,0.38,0.64,0.44,0.75
Sys_VAR_noref_3,322,0.93,0.82,0.76,0.86,0.9,1.0,0.68,0.76,0.77,0.86
Sys_VAR_noref_3,330,0.73,0.48,0.39,0.57,0.36,0.97,0.14,0.38,0.21,0.55
Sys_VAR_noref_3,333,0.68,0.44,0.31,0.53,0.82,0.75,0.26,0.23,0.44,0.4
Sys_VAR_noref_3,339,0.64,0.49,0.4,0.55,1.65,0.96,0.66,0.39,0.92,0.54
Sys_VAR_noref_3,347,0.86,0.78,0.7,0.81,0.5,0.81,0.35,0.57,0.41,0.66
Sys_VAR_noref_3,356,0.9,0.64,0.57,0.73,1.45,0.95,0.82,0.54,1.07,0.7
Sys_VAR_noref_3,365,0.86,0.72,0.62,0.78,0.86,0.81,0.53,0.5,0.67,0.63
Sys_VAR_noref_3,370,0.88,0.68,0.61,0.76,0.72,0.79,0.43,0.48,0.54,0.6
Sys_VAR_noref_3,389,0.31,0.52,0.17,0.37,2.04,0.83,0.35,0.14,0.75,0.31
Sys_VAR_noref_3,392,0.8,0.52,0.44,0.6,0.36,0.88,0.16,0.39,0.22,0.53
Sys_VAR_noref_3,394,0.75,0.57,0.47,0.64,1.95,0.92,0.92,0.43,1.24,0.58
Sys_VAR_noref_3,396,0.97,0.85,0.83,0.91,0.27,1.15,0.23,0.95,0.25,1.04
Sys_VAR_noref_3,400,0.82,0.41,0.34,0.55,0.27,0.85,0.09,0.29,0.15,0.46
Sys_VAR_noref_3,405,0.81,0.53,0.45,0.63,0.65,1.17,0.29,0.53,0.41,0.73
Sys_VAR_noref_3,406,0.76,0.55,0.46,0.62,1.13,0.67,0.52,0.31,0.7,0.42
