img_id,all_correct_1,n_correct_1,n_atoms_1,ge2_gm,ge2_am,all_correct_2,n_correct_2,n_atoms_2,all_correct_3,n_correct_3,n_atoms_3
629,0,2,9,3.9768864637483245e-06,0.2222283656638696,0,3,9,0,3,9
630,0,6,10,0.00654970222510374,0.5626448336702128,0,6,10,0,6,10
631,0,7,10,0.017503686452414475,0.6997599331354825,0,7,10,0,7,10
632,0,9,10,0.7220086123750327,0.900265846263993,0,9,10,0,9,10
633,0,6,10,0.00667065887518549,0.5139318599697356,0,6,10,0,6,10
634,0,7,10,0.007727764835873936,0.6998940764416122,0,7,10,0,7,10
635,0,6,10,0.003095496101723964,0.5067728657938438,0,6,10,0,6,10
636,0,8,10,0.0722704108673672,0.7023389672488364,0,8,10,0,8,10
637,0,3,10,0.00034017470483352726,0.40001807737990813,0,3,10,0,3,10
638,0,5,9,0.0040468315237983995,0.5556949225230174,0,5,9,0,5,9
639,0,2,9,4.308508788006472e-05,0.2516822149485545,0,2,9,0,2,9
640,0,3,9,0.0017885105014966176,0.4037066118626421,0,3,9,0,3,9
641,0,2,9,0.011678136004482321,0.49043197461924454,0,4,9,0,2,9
642,0,6,10,0.010891730882566194,0.5926815702286687,0,6,10,0,6,10
643,0,6,9,0.043468150850519034,0.514051489605085,0,5,9,0,5,9
644,0,7,10,0.01678881350211858,0.5046461534323298,0,8,10,0,8,10
645,0,7,10,0.05061733512389746,0.7037438313418742,0,7,10,0,7,10
646,0,9,10,0.05602635054964338,0.749811532106602,0,9,10,0,9,10
647,0,4,10,4.739377311694404e-05,0.4257958225970072,0,4,10,0,4,10
648,0,4,9,0.003246099752918341,0.6469651440925926,0,4,9,0,4,9
649,0,6,10,0.022316694284169953,0.6747092724588646,0,6,10,0,6,10
650,0,8,11,0.020063252738094256,0.6325644374126557,0,7,11,0,8,11
651,0,3,9,3.002960203860068e-05,0.3184500041961649,0,3,9,0,3,9
652,0,4,9,1.6937395837657622e-05,0.3339223503538866,0,3,9,0,3,9
653,0,6,9,0.12466765004546758,0.8130634661998821,0,6,9,0,6,9
654,0,8,10,0.056348285734535104,0.7990954396110049,0,8,10,0,8,10
655,0,6,10,0.020292727992509866,0.5649000179573787,0,5,10,0,6,10
656,0,3,10,0.0012556138668625828,0.3966427118092264,0,3,10,0,3,10
657,0,8,9,0.15221693384003562,0.8184430310097752,0,8,9,0,8,9
658,0,9,10,0.34984364069089396,0.8997113973869553,0,9,10,0,9,10
659,0,3,10,0.0008544408635678527,0.4002068399445733,0,3,10,0,3,10
660,0,10,11,0.17567744490604464,0.9064660211430273,0,10,11,0,10,11
661,1,10,10,0.376914199389905,0.8990748603793601,1,10,10,1,10,10
662,0,3,9,9.393717854037925e-05,0.40879545970470477,0,3,9,0,3,9
663,0,8,11,0.004127031899025836,0.6309695065420354,0,8,11,0,8,11
664,0,7,10,0.004792712746015317,0.5200733303957017,0,7,10,0,7,10
665,0,8,11,0.28230825849802194,0.7758564547032776,0,8,11,0,8,11
666,0,5,9,0.007773948963323411,0.5665831454490804,0,5,9,0,5,9
667,0,1,9,0.0009081944215183678,0.4414846344257713,0,4,9,0,6,9
668,0,8,10,0.22727826129593282,0.7578612871376433,0,8,10,0,8,10
669,0,5,10,0.0001227807810700766,0.4999484615299538,0,3,10,0,5,10
670,0,4,9,0.007302614005384078,0.3998047892044444,0,3,9,0,4,9
671,0,7,10,0.03741824626331341,0.6022844962375332,0,7,10,0,7,10
672,0,6,10,0.028466752466990753,0.5161305245143613,0,6,10,0,6,10
673,0,8,10,0.19945032166099627,0.8771980704876807,0,8,10,0,8,10
674,0,4,9,0.008878645317860506,0.5568180421213574,0,4,9,0,4,9
675,0,6,10,0.007924805576269428,0.6904679419622811,0,6,10,0,6,10
676,0,7,10,0.04727002973546626,0.6430439862912656,0,7,10,0,7,10
677,0,7,11,0.5707404045509923,0.8456407820372246,0,7,11,0,7,11
678,0,7,10,0.021040086966105234,0.7998840141186622,0,7,10,0,7,10
679,0,7,11,0.07865766113867488,0.721821146436775,0,7,11,0,7,11
680,0,7,11,0.026298132199172815,0.5858226915541673,0,7,11,0,7,11
681,0,5,10,0.005260075571666993,0.5681325219936676,0,5,10,0,5,10
682,1,10,10,0.08336416706687612,0.7006067915218543,0,8,10,0,8,10
683,0,7,11,0.013565174515621026,0.648485885493069,0,7,11,0,8,11
684,0,5,9,0.0037272309632993207,0.565206411725431,0,5,9,0,5,9
685,0,6,9,0.009835359698988296,0.6418200148469456,0,6,9,0,6,9
686,0,8,11,0.22004852826009383,0.6809752318780631,0,8,11,0,8,11
687,0,3,9,5.923404355236013e-06,0.41412842865122573,0,3,9,0,3,9
688,0,4,10,0.04347693922159128,0.5729457813044515,0,5,10,0,4,10
689,0,4,10,0.014554966081530502,0.5029516806412497,0,4,10,0,4,10
690,0,6,10,0.00439664082468397,0.5026166498203464,0,6,10,0,6,10
691,0,4,10,0.01479875361480617,0.43979664232237303,0,4,10,0,4,10
692,0,6,11,0.006900742858647087,0.5634273837443842,0,6,11,0,6,11
693,0,10,11,0.12567799767088145,0.7943915996073241,0,10,11,0,10,11
694,0,7,9,0.011450265230451543,0.3992844823946512,0,6,9,0,3,9
695,0,8,10,0.10027796352117618,0.6125331886741259,0,8,10,0,8,10
696,0,9,10,0.1640460928780278,0.7378524492336356,0,9,10,0,9,10
697,0,4,10,0.0023225426226014916,0.5837868286425444,0,4,10,0,4,10
698,0,5,9,0.006653898200104983,0.5635315548423883,0,6,9,0,5,9
699,0,7,10,0.03210866089714408,0.7000213884989976,0,7,10,0,7,10
700,0,6,10,0.01875628394617623,0.7046154338913231,0,6,10,0,6,10
701,0,3,10,0.0006358255423198813,0.3815055176561512,0,3,10,0,3,10
